,mag,pm,n_se,n_false,n_meas,n_scmp,n_true,f_pur,f_dr,f_com,class_star,pm_filter
1854,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.9
1855,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.9
1856,25-26,0.3,6,0,6,23,27,1,0.22,0.22,0.825,0.9
1857,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.825,0.9
1858,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.9
1859,25-26,10,0,0,0,2,18,0,0,0,0.825,0.9
1860,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.8
1861,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.8
1862,20-21,1,20,0,20,20,20,1,1,1,0.825,0.8
1863,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.8
1864,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.8
1865,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.8
1866,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.8
1867,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.8
1868,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.8
1869,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.8
1870,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.8
1871,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.8
1872,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.8
1873,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.8
1874,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.8
1875,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.8
1876,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,0.8
1877,23-24,1,23,1,24,24,25,0.96,0.96,0.92,0.825,0.8
1878,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.8
1879,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.8
1880,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.8
1881,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.8
1882,24-25,1,16,7,23,20,20,0.7,1.15,0.8,0.825,0.8
1883,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.8
1884,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.8
1885,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.8
1886,25-26,0.3,6,0,6,23,27,1,0.22,0.22,0.825,0.8
1887,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.825,0.8
1888,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.8
1889,25-26,10,0,0,0,2,18,0,0,0,0.825,0.8
1890,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.7
1891,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.7
1892,20-21,1,20,0,20,20,20,1,1,1,0.825,0.7
1893,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.7
1894,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.7
1895,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.7
1896,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.7
1897,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.7
1898,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.7
1899,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.7
1900,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.7
1901,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.7
1902,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.7
1903,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.7
1904,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.7
1905,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.7
1906,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,0.7
1907,23-24,1,24,1,25,24,25,0.96,1,0.96,0.825,0.7
1908,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.7
1909,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.7
1910,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.7
1911,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.7
1912,24-25,1,17,7,24,20,20,0.71,1.2,0.85,0.825,0.7
1913,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.7
1914,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.7
1915,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.7
1916,25-26,0.3,7,0,7,23,27,1,0.26,0.26,0.825,0.7
1917,25-26,1,8,49,57,16,19,0.14,3,0.42,0.825,0.7
1918,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.7
1919,25-26,10,0,0,0,2,18,0,0,0,0.825,0.7
1920,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.6
1921,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.6
1922,20-21,1,20,0,20,20,20,1,1,1,0.825,0.6
1923,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.6
1924,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.6
1925,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.6
1926,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.6
1927,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.6
1928,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.6
1929,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.6
1930,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.6
1931,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.6
1932,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.6
1933,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.6
1934,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.6
1935,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.6
1936,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,0.6
1937,23-24,1,24,1,25,24,25,0.96,1,0.96,0.825,0.6
1938,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.6
1939,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.6
1940,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.6
1941,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.6
1942,24-25,1,19,11,30,20,20,0.63,1.5,0.95,0.825,0.6
1943,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.6
1944,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.6
1945,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.6
1946,25-26,0.3,7,0,7,23,27,1,0.26,0.26,0.825,0.6
1947,25-26,1,9,67,76,16,19,0.12,4,0.47,0.825,0.6
1948,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.6
1949,25-26,10,0,0,0,2,18,0,0,0,0.825,0.6
1950,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.5
1951,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.5
1952,20-21,1,20,1,21,20,20,0.95,1.05,1,0.825,0.5
1953,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.5
1954,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.5
1955,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.5
1956,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.5
1957,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.5
1958,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.5
1959,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.5
1960,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.5
1961,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.5
1962,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.5
1963,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.5
1964,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.5
1965,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.5
1966,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.825,0.5
1967,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.825,0.5
1968,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.5
1969,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.5
1970,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.5
1971,24-25,0.3,13,4,17,19,20,0.76,0.85,0.65,0.825,0.5
1972,24-25,1,20,19,39,20,20,0.51,1.95,1,0.825,0.5
1973,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.5
1974,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.5
1975,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.5
1976,25-26,0.3,7,0,7,23,27,1,0.26,0.26,0.825,0.5
1977,25-26,1,13,100,113,16,19,0.12,5.95,0.68,0.825,0.5
1978,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.5
1979,25-26,10,0,0,0,2,18,0,0,0,0.825,0.5
1980,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.4
1981,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.4
1982,20-21,1,20,1,21,20,20,0.95,1.05,1,0.825,0.4
1983,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.4
1984,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.4
1985,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.4
1986,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.4
1987,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.4
1988,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.4
1989,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.4
1990,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.4
1991,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.4
1992,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.4
1993,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.4
1994,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.4
1995,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.4
1996,23-24,0.3,25,2,27,26,26,0.93,1.04,0.96,0.825,0.4
1997,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.825,0.4
1998,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.4
1999,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.4
2000,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.4
2001,24-25,0.3,16,19,35,19,20,0.46,1.75,0.8,0.825,0.4
2002,24-25,1,20,19,39,20,20,0.51,1.95,1,0.825,0.4
2003,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.4
2004,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.4
2005,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.4
2006,25-26,0.3,7,79,86,23,27,0.08,3.19,0.26,0.825,0.4
2007,25-26,1,14,100,114,16,19,0.12,6,0.74,0.825,0.4
2008,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.4
2009,25-26,10,0,0,0,2,18,0,0,0,0.825,0.4
2010,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.3
2011,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.3
2012,20-21,1,20,1,21,20,20,0.95,1.05,1,0.825,0.3
2013,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.3
2014,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.3
2015,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.3
2016,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.3
2017,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.3
2018,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.3
2019,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.3
2020,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.3
2021,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.825,0.3
2022,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.3
2023,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.3
2024,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.3
2025,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.3
2026,23-24,0.3,25,3,28,26,26,0.89,1.08,0.96,0.825,0.3
2027,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.825,0.3
2028,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.3
2029,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.3
2030,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.3
2031,24-25,0.3,16,46,62,19,20,0.26,3.1,0.8,0.825,0.3
2032,24-25,1,20,19,39,20,20,0.51,1.95,1,0.825,0.3
2033,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.3
2034,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.3
2035,25-26,0.1,3,1,4,27,35,0.75,0.11,0.09,0.825,0.3
2036,25-26,0.3,11,263,274,23,27,0.04,10.15,0.41,0.825,0.3
2037,25-26,1,14,100,114,16,19,0.12,6,0.74,0.825,0.3
2038,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.3
2039,25-26,10,0,0,0,2,18,0,0,0,0.825,0.3
2040,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.2
2041,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.2
2042,20-21,1,20,1,21,20,20,0.95,1.05,1,0.825,0.2
2043,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.2
2044,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.2
2045,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.2
2046,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.2
2047,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.2
2048,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.2
2049,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.2
2050,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.825,0.2
2051,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.825,0.2
2052,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.2
2053,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.2
2054,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.2
2055,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.825,0.2
2056,23-24,0.3,25,5,30,26,26,0.83,1.15,0.96,0.825,0.2
2057,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.825,0.2
2058,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.2
2059,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.2
2060,24-25,0.1,17,51,68,22,23,0.25,2.96,0.74,0.825,0.2
2061,24-25,0.3,18,122,140,19,20,0.13,7,0.9,0.825,0.2
2062,24-25,1,20,19,39,20,20,0.51,1.95,1,0.825,0.2
2063,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.2
2064,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.2
2065,25-26,0.1,4,1,5,27,35,0.8,0.14,0.11,0.825,0.2
2066,25-26,0.3,17,696,713,23,27,0.02,26.41,0.63,0.825,0.2
2067,25-26,1,14,100,114,16,19,0.12,6,0.74,0.825,0.2
2068,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.2
2069,25-26,10,0,0,0,2,18,0,0,0,0.825,0.2
2070,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.825,0.1
2071,20-21,0.3,23,0,23,23,23,1,1,1,0.825,0.1
2072,20-21,1,20,1,21,20,20,0.95,1.05,1,0.825,0.1
2073,20-21,3,17,0,17,17,19,1,0.89,0.89,0.825,0.1
2074,20-21,10,11,0,11,11,16,1,0.69,0.69,0.825,0.1
2075,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.825,0.1
2076,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.825,0.1
2077,21-22,1,21,0,21,21,22,1,0.95,0.95,0.825,0.1
2078,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.825,0.1
2079,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.825,0.1
2080,22-23,0.1,19,57,76,19,20,0.25,3.8,0.95,0.825,0.1
2081,22-23,0.3,37,1,38,37,37,0.97,1.03,1,0.825,0.1
2082,22-23,1,20,0,20,20,21,1,0.95,0.95,0.825,0.1
2083,22-23,3,20,1,21,20,21,0.95,1,0.95,0.825,0.1
2084,22-23,10,14,0,14,14,21,1,0.67,0.67,0.825,0.1
2085,23-24,0.1,16,83,99,17,19,0.16,5.21,0.84,0.825,0.1
2086,23-24,0.3,25,13,38,26,26,0.66,1.46,0.96,0.825,0.1
2087,23-24,1,24,3,27,24,25,0.89,1.08,0.96,0.825,0.1
2088,23-24,3,22,0,22,22,23,1,0.96,0.96,0.825,0.1
2089,23-24,10,12,0,12,12,20,1,0.6,0.6,0.825,0.1
2090,24-25,0.1,20,174,194,22,23,0.1,8.43,0.87,0.825,0.1
2091,24-25,0.3,18,205,223,19,20,0.08,11.15,0.9,0.825,0.1
2092,24-25,1,20,19,39,20,20,0.51,1.95,1,0.825,0.1
2093,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.825,0.1
2094,24-25,10,8,0,8,13,25,1,0.32,0.32,0.825,0.1
2095,25-26,0.1,16,506,522,27,35,0.03,14.91,0.46,0.825,0.1
2096,25-26,0.3,21,1092,1113,23,27,0.02,41.22,0.78,0.825,0.1
2097,25-26,1,14,100,114,16,19,0.12,6,0.74,0.825,0.1
2098,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.825,0.1
2099,25-26,10,0,0,0,2,18,0,0,0,0.825,0.1
2100,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,1
2101,20-21,0.3,23,0,23,23,23,1,1,1,0.8,1
2102,20-21,1,20,0,20,20,20,1,1,1,0.8,1
2103,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,1
2104,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,1
2105,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,1
2106,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,1
2107,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,1
2108,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,1
2109,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,1
2110,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,1
2111,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,1
2112,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,1
2113,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,1
2114,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,1
2115,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,1
2116,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,1
2117,23-24,1,18,1,19,24,25,0.95,0.76,0.72,0.8,1
2118,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,1
2119,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,1
2120,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,1
2121,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,1
2122,24-25,1,15,1,16,20,20,0.94,0.8,0.75,0.8,1
2123,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,1
2124,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,1
2125,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,1
2126,25-26,0.3,8,0,8,23,27,1,0.3,0.3,0.8,1
2127,25-26,1,5,18,23,16,19,0.22,1.21,0.26,0.8,1
2128,25-26,3,19,5,24,21,32,0.79,0.75,0.59,0.8,1
2129,25-26,10,0,0,0,2,18,0,0,0,0.8,1
2130,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.9
2131,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.9
2132,20-21,1,20,0,20,20,20,1,1,1,0.8,0.9
2133,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.9
2134,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.9
2135,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.9
2136,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.9
2137,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.9
2138,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.9
2139,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.9
2140,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.9
2141,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.9
2142,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.9
2143,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.9
2144,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.9
2145,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.9
2146,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,0.9
2147,23-24,1,20,1,21,24,25,0.95,0.84,0.8,0.8,0.9
2148,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.9
2149,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.9
2150,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.9
2151,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.9
2152,24-25,1,16,4,20,20,20,0.8,1,0.8,0.8,0.9
2153,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.9
2154,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.9
2155,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.9
2156,25-26,0.3,8,0,8,23,27,1,0.3,0.3,0.8,0.9
2157,25-26,1,6,27,33,16,19,0.18,1.74,0.32,0.8,0.9
2158,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.9
2159,25-26,10,0,0,0,2,18,0,0,0,0.8,0.9
2160,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.8
2161,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.8
2162,20-21,1,20,0,20,20,20,1,1,1,0.8,0.8
2163,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.8
2164,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.8
2165,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.8
2166,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.8
2167,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.8
2168,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.8
2169,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.8
2170,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.8
2171,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.8
2172,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.8
2173,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.8
2174,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.8
2175,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.8
2176,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,0.8
2177,23-24,1,23,1,24,24,25,0.96,0.96,0.92,0.8,0.8
2178,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.8
2179,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.8
2180,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.8
2181,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.8
2182,24-25,1,16,7,23,20,20,0.7,1.15,0.8,0.8,0.8
2183,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.8
2184,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.8
2185,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.8
2186,25-26,0.3,8,0,8,23,27,1,0.3,0.3,0.8,0.8
2187,25-26,1,6,37,43,16,19,0.14,2.26,0.32,0.8,0.8
2188,25-26,3,20,5,25,21,32,0.8,0.78,0.62,0.8,0.8
2189,25-26,10,0,0,0,2,18,0,0,0,0.8,0.8
2190,20-21,0.1,23,19,42,24,25,0.55,1.68,0.92,0.8,0.7
2191,20-21,0.3,23,0,23,23,23,1,1,1,0.8,0.7
2192,20-21,1,20,0,20,20,20,1,1,1,0.8,0.7
2193,20-21,3,17,0,17,17,19,1,0.89,0.89,0.8,0.7
2194,20-21,10,11,0,11,11,16,1,0.69,0.69,0.8,0.7
2195,21-22,0.1,25,38,63,25,25,0.4,2.52,1,0.8,0.7
2196,21-22,0.3,29,5,34,30,33,0.85,1.03,0.88,0.8,0.7
2197,21-22,1,21,0,21,21,22,1,0.95,0.95,0.8,0.7
2198,21-22,3,17,2,19,18,18,0.89,1.06,0.94,0.8,0.7
2199,21-22,10,14,1,15,15,19,0.93,0.79,0.74,0.8,0.7
2200,22-23,0.1,19,55,74,19,20,0.26,3.7,0.95,0.8,0.7
2201,22-23,0.3,36,0,36,37,37,1,0.97,0.97,0.8,0.7
2202,22-23,1,20,0,20,20,21,1,0.95,0.95,0.8,0.7
2203,22-23,3,20,1,21,20,21,0.95,1,0.95,0.8,0.7
2204,22-23,10,14,0,14,14,21,1,0.67,0.67,0.8,0.7
2205,23-24,0.1,16,62,78,17,19,0.21,4.11,0.84,0.8,0.7
2206,23-24,0.3,24,1,25,26,26,0.96,0.96,0.92,0.8,0.7
2207,23-24,1,24,1,25,24,25,0.96,1,0.96,0.8,0.7
2208,23-24,3,22,0,22,22,23,1,0.96,0.96,0.8,0.7
2209,23-24,10,12,0,12,12,20,1,0.6,0.6,0.8,0.7
2210,24-25,0.1,20,52,72,22,23,0.28,3.13,0.87,0.8,0.7
2211,24-25,0.3,15,4,19,19,20,0.79,0.95,0.75,0.8,0.7
2212,24-25,1,17,7,24,20,20,0.71,1.2,0.85,0.8,0.7
2213,24-25,3,16,3,19,16,18,0.84,1.06,0.89,0.8,0.7
2214,24-25,10,8,0,8,13,25,1,0.32,0.32,0.8,0.7
2215,25-26,0.1,5,1,6,27,35,0.83,0.17,0.14,0.8,0.7
2216,25-26,0.3,9,0,9,23,27,1,0.33,0.33,0.8,0.7
2217,25-26,1,8,49,57,16,19,0.14,3,0.42,0.8,0.7
